config,source_article,logical_fallacies
edu,"MARVIN STONE: You suggest that we scrap the SALT II treaty already negotiated, and intensify the build-up of American power to induce the Soviets to sign a new treaty - one more favorable to us. President Carter, on the other hand, says he will again try to convince a reluctant Congress to ratify the present treaty on the grounds it's the best we can hope to get. Now, both of you cannot be right. Will you tell us why you think you are?
RONALD REAGAN: Yes. I think I'm right because I believe that we must have a consistent foreign policy, a strong America, and a strong economy. And then, as we build up our national security, to restore our margin of safety, we at the same time try to restrain the Soviet build-up, which has been going forward at a rapid pace, and for quite some time.
October 28, 1980
Cleveland, Ohio
What logical fallacy did Reagan’s response illustrate the use of?",appeal to emotion
edu,"Nicole identified that Hannah had committed a logical fallacy, but instead of addressing the substance of her claim, Hannah accused Nicole of committing a fallacy earlier on in the conversation.",ad hominem
edu,"At soccer practice, Willeidy tells Aida, ""Pace's soccer team was losing until I bought new shoes. We have not lost a game since I got my lucky shoes!""",false causality
edu,"""It is an outrage that the school wants to remove the vending machines. This is taking our freedom away!""",appeal to emotion
edu,"Bill lives in a large building, so his apartment must be large.""",fallacy of logic
edu,"Last year, the city of Brookfield allocated more money to public parks. This year, however, littering increased, so the increase in park funding must have been responsible.",false causality
edu,"Every day, I eat cereal for breakfast. One time, I had a muffin instead, and there was a major earthquake in my city. I've eaten cereal ever since.",false causality
edu,"George: Man, those girls are smokin' hot!
Derek: No, they're not. You're a victim of the cheerleader effect. When girls are together in a group, each girl looks a lot better than if you were to see her without the other girls.
",ad hominem
edu,"Chihuahuas are good inside dogs. German Shepherds are dogs; therefore, German Shepherds would be good inside dogs, too.",faulty generalization
edu,"Look, the only way to improve social programs is to raise taxes. You have to either raise taxes, or accept that the poor and needy are going to suffer.",false dilemma
edu,"Three congressional representatives have had affairs. Therefore, members of Congress are adulterers.",faulty generalization
edu,"Your honor, if we let Pinocchio get away with lying, what's next? Stealing? Murder? ...",faulty generalization
edu,"Bob: that movie was a waste of time and money
Ted: what was wrong with it?
Bob: It sucked

This is an example of?",circular reasoning
edu,"Joe eats horribly; therefore, his heart attack was caused by his eating habits.",false causality
edu,"""I believe deeply that canceling the fashion show is the best decision. I know it is. I am very certain about it.""",fallacy of relevance
edu,"'Our family has always been farmers, so we should always be farmers'' is an example of which logical fallacy?",fallacy of credibility
edu,"""All elephants are big. Some boys are big. Therefore some boys are elephants.""",faulty generalization
edu,"Helga: You should not be eating that... it has been scientifically proven that eating fat burgers are no good for your health.
Hugh: You eat fat burgers all the time so that can’t be true.
",ad hominem
edu,Lahat nakamove-on na ikaw na lang hindi pa. #MarcosIsAHero,ad populum
edu,We will not rest until we reach a day when not one single veteran falls into homelessness.,appeal to emotion
edu,My mom says that most tourist from France are rude. She had to wait on one the other day and the lady threw her pancakes on the ground because they were not big enough.,faulty generalization
edu,We have pure food and drug laws; why can't we have laws to keep moviemakers from giving us filth ?,fallacy of logic
edu,Presenting an unqualified person or institution as a source of credible information.,fallacy of credibility
edu,"If you are not with us, you are against us.",false dilemma
edu,"In class, Ryan turns to Doug and says, ""Smoking cigarettes is nothing short of suicide: the smoker is willingly killing himself. Duh.""",fallacy of relevance
edu,"Fred, the German, stole my wallet. Therefore, all Germans are thieves.",faulty generalization
edu,"""You must obey the law, because it's illegal to break the law.""

What logical fallacy is used in the statement above?",circular reasoning
edu,"My opponent raised a good point, but can we trust him? I mean he just moved to town only 5 months ago, how much could he really know?",ad hominem
